Filename,Omega_m,Omega_b,h,n_s,sigma_8,id
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/322/diag/halos_wst.h5,0.2571,0.06429,0.8741,1.0877,0.9897,322
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1460/diag/halos_wst.h5,0.1705,0.04731,0.6937,0.9695,0.6687,1460
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1274/diag/halos_wst.h5,0.2153,0.04679,0.5739,1.1957,0.7259,1274
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/735/diag/halos_wst.h5,0.2751,0.04299,0.5391,0.9767,0.8691,735
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/368/diag/halos_wst.h5,0.4225,0.04689,0.8271,1.0429,0.9687,368
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/806/diag/halos_wst.h5,0.3317,0.06885,0.6629,1.0265,0.6383,806
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/439/diag/halos_wst.h5,0.3749,0.06263,0.8351,1.0965,0.8789,439
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1968/diag/halos_wst.h5,0.3843,0.06605,0.5211,0.8779,0.9025,1968
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1833/diag/halos_wst.h5,0.2923,0.03431,0.7389,0.8585,0.8813,1833
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1369/diag/halos_wst.h5,0.4053,0.05005,0.6397,0.8963,0.8083,1369
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/660/diag/halos_wst.h5,0.4745,0.03371,0.7003,0.8201,0.8795,660
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1234/diag/halos_wst.h5,0.2237,0.03311,0.8101,1.0013,0.9989,1234
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/731/diag/halos_wst.h5,0.4393,0.05681,0.7359,1.1379,0.8107,731
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/364/diag/halos_wst.h5,0.3365,0.06197,0.6165,1.1331,0.8971,364
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1880/diag/halos_wst.h5,0.3119,0.04797,0.6129,0.9997,0.7557,1880
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1048/diag/halos_wst.h5,0.1199,0.06617,0.5037,0.8071,0.7605,1048
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1694/diag/halos_wst.h5,0.4299,0.06677,0.5169,0.9431,0.9909,1694
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/777/diag/halos_wst.h5,0.4461,0.03205,0.6033,1.0775,0.7443,777
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1928/diag/halos_wst.h5,0.4369,0.05371,0.6529,0.8871,0.7323,1928
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/848/diag/halos_wst.h5,0.1975,0.05173,0.8985,1.1691,0.7887,848
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1095/diag/halos_wst.h5,0.2383,0.06261,0.8897,0.9383,0.9315,1095
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1607/diag/halos_wst.h5,0.3017,0.03859,0.6301,0.8745,0.9729,1607
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/360/diag/halos_wst.h5,0.1075,0.05267,0.5219,0.8095,0.6391,360
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1789/diag/halos_wst.h5,0.2515,0.03829,0.5387,1.1421,0.9549,1789
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1654/diag/halos_wst.h5,0.3521,0.06601,0.8333,0.9787,0.9991,1654
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/773/diag/halos_wst.h5,0.1743,0.03221,0.6443,0.9001,0.7925,773
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/477/diag/halos_wst.h5,0.1033,0.06631,0.7563,0.8381,0.8577,477
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/314/diag/halos_wst.h5,0.4125,0.04817,0.7473,0.8623,0.8531,314
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1380/diag/halos_wst.h5,0.4697,0.05749,0.5327,0.8407,0.7119,1380
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1428/diag/halos_wst.h5,0.1191,0.05619,0.6939,0.8111,0.9567,1428
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/886/diag/halos_wst.h5,0.4371,0.03879,0.7231,1.0441,0.8201,886
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1475/diag/halos_wst.h5,0.2893,0.06473,0.8289,0.8647,0.8169,1475
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/310/diag/halos_wst.h5,0.1961,0.04087,0.6615,1.1361,0.8497,310
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1340/diag/halos_wst.h5,0.3785,0.04435,0.7121,0.8471,0.7115,1340
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1289/diag/halos_wst.h5,0.4059,0.05551,0.5803,0.9617,0.7511,1289
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1154/diag/halos_wst.h5,0.4999,0.04199,0.6711,1.0057,0.9185,1154
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/723/diag/halos_wst.h5,0.2095,0.06771,0.7773,1.1399,0.7667,723
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/427/diag/halos_wst.h5,0.4293,0.03605,0.7319,0.9303,0.6451,427
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1848/diag/halos_wst.h5,0.2619,0.03377,0.6965,0.9485,0.7693,1848
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1713/diag/halos_wst.h5,0.1763,0.05757,0.7071,0.9759,0.7607,1713
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/37/diag/halos_wst.h5,0.4655,0.06045,0.6013,1.1437,0.7933,37
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1249/diag/halos_wst.h5,0.4123,0.04009,0.5395,0.9365,0.7109,1249
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1114/diag/halos_wst.h5,0.1567,0.04925,0.8699,1.0951,0.6829,1114
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1895/diag/halos_wst.h5,0.1347,0.03101,0.8091,1.0543,0.6237,1895
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/352/diag/halos_wst.h5,0.3291,0.06573,0.5677,1.0689,0.8299,352
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1760/diag/halos_wst.h5,0.2319,0.03803,0.8321,1.1435,0.8373,1760
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/423/diag/halos_wst.h5,0.4499,0.06793,0.5937,0.8055,0.8301,423
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1808/diag/halos_wst.h5,0.3545,0.04103,0.8939,0.9919,0.6097,1808
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/836/diag/halos_wst.h5,0.1043,0.06757,0.7843,0.8897,0.8005,836
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/469/diag/halos_wst.h5,0.1609,0.04807,0.5143,0.8819,0.8403,469
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1669/diag/halos_wst.h5,0.2117,0.06091,0.6495,0.9151,0.9939,1669
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/85/diag/halos_wst.h5,0.1805,0.05081,0.6989,1.1073,0.8441,85
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1534/diag/halos_wst.h5,0.4933,0.05641,0.8869,0.8045,0.9841,1534
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/761/diag/halos_wst.h5,0.4715,0.04011,0.8823,0.8437,0.6861,761
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/394/diag/halos_wst.h5,0.3621,0.06935,0.8257,0.9081,0.8121,394
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/832/diag/halos_wst.h5,0.1871,0.04705,0.6235,0.9849,0.8667,832
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/465/diag/halos_wst.h5,0.1561,0.04881,0.5811,0.9679,0.6797,465
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1581/diag/halos_wst.h5,0.2263,0.03201,0.7877,0.9829,0.6523,1581
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/878/diag/halos_wst.h5,0.1173,0.04443,0.6489,0.8575,0.6705,878
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1395/diag/halos_wst.h5,0.1031,0.04727,0.8583,0.8613,0.9853,1395
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/949/diag/halos_wst.h5,0.1097,0.06131,0.7353,0.8343,0.6057,949
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1629/diag/halos_wst.h5,0.4137,0.04519,0.7829,0.8549,0.6581,1629
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1260/diag/halos_wst.h5,0.2925,0.03511,0.6645,1.0113,0.6427,1260
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/390/diag/halos_wst.h5,0.2491,0.03403,0.5833,1.0361,0.6421,390
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1308/diag/halos_wst.h5,0.3471,0.03855,0.7357,0.8861,0.7237,1308
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1954/diag/halos_wst.h5,0.4417,0.04149,0.8451,0.8589,0.8253,1954
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/874/diag/halos_wst.h5,0.4403,0.05345,0.5171,0.8331,0.6459,874
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1355/diag/halos_wst.h5,0.3735,0.05121,0.8003,0.8733,0.6563,1355
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1220/diag/halos_wst.h5,0.2625,0.06285,0.6209,1.1875,0.6561,1220
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1169/diag/halos_wst.h5,0.1911,0.03617,0.5093,0.9625,0.7467,1169
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/80/diag/halos_wst.h5,0.3883,0.03243,0.6197,1.0961,0.9873,80
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1034/diag/halos_wst.h5,0.2005,0.05643,0.8651,0.8013,0.9145,1034
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/711/diag/halos_wst.h5,0.4039,0.05205,0.6457,1.1865,0.8601,711
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1914/diag/halos_wst.h5,0.3467,0.04005,0.8143,0.9347,0.6347,1914
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/415/diag/halos_wst.h5,0.4303,0.05977,0.7609,1.1201,0.9107,415
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1728/diag/halos_wst.h5,0.4963,0.05403,0.5347,1.0793,0.8965,1728
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1081/diag/halos_wst.h5,0.4903,0.04975,0.6973,1.0357,0.7247,1081
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/119/diag/halos_wst.h5,0.4027,0.04205,0.5149,1.1757,0.6071,119
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1129/diag/halos_wst.h5,0.1333,0.05377,0.7239,0.9517,0.7907,1129
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1775/diag/halos_wst.h5,0.2089,0.04399,0.5847,1.0091,0.8935,1775
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/340/diag/halos_wst.h5,0.4133,0.04595,0.5419,0.8619,0.8285,340
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1640/diag/halos_wst.h5,0.1973,0.06803,0.8725,1.1883,0.9275,1640
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/411/diag/halos_wst.h5,0.2355,0.04353,0.5487,0.8217,0.6503,411
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1176/diag/halos_wst.h5,0.1633,0.03331,0.8241,1.1013,0.6987,1176
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1041/diag/halos_wst.h5,0.2629,0.03753,0.7993,1.0237,0.7929,1041
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/824/diag/halos_wst.h5,0.4819,0.05929,0.8531,0.9211,0.6507,824
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/457/diag/halos_wst.h5,0.2653,0.04171,0.6431,0.9537,0.7049,457
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/528/diag/halos_wst.h5,0.1575,0.04541,0.5289,1.0515,0.8527,528
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1735/diag/halos_wst.h5,0.3205,0.04405,0.8181,1.0865,0.9245,1735
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1600/diag/halos_wst.h5,0.4609,0.03007,0.7173,0.8853,0.6039,1600
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1549/diag/halos_wst.h5,0.1401,0.04107,0.5519,0.8007,0.8761,1549
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1414/diag/halos_wst.h5,0.1103,0.03271,0.7011,1.1171,0.8279,1414
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/382/diag/halos_wst.h5,0.3955,0.04529,0.8933,1.1409,0.7985,382
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/820/diag/halos_wst.h5,0.4717,0.05731,0.5639,1.0385,0.8921,820
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/453/diag/halos_wst.h5,0.4995,0.06607,0.8081,1.0983,0.8073,453
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1596/diag/halos_wst.h5,0.3575,0.03839,0.6051,0.9731,0.8443,1596
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1461/diag/halos_wst.h5,0.4269,0.04255,0.5105,0.8155,0.8585,1461
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/866/diag/halos_wst.h5,0.1815,0.05615,0.7579,0.8021,0.7797,866
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1275/diag/halos_wst.h5,0.3353,0.06801,0.6367,1.0071,0.7339,1275
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/937/diag/halos_wst.h5,0.2017,0.05059,0.6639,0.9015,0.9959,937
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1509/diag/halos_wst.h5,0.1483,0.06845,0.6095,1.1203,0.6879,1509
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1140/diag/halos_wst.h5,0.1977,0.04029,0.8759,1.1031,0.6163,1140
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1969/diag/halos_wst.h5,0.4807,0.04643,0.5685,1.1815,0.7033,1969
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/88/diag/halos_wst.h5,0.3441,0.05847,0.5813,1.0351,0.8769,88
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1834/diag/halos_wst.h5,0.4737,0.06327,0.6329,1.1285,0.7573,1834
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/791/diag/halos_wst.h5,0.1133,0.06287,0.8317,1.0471,0.8453,791
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/862/diag/halos_wst.h5,0.1597,0.03119,0.5807,1.1669,0.9537,862
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/495/diag/halos_wst.h5,0.3639,0.04641,0.5381,1.1389,0.6073,495
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1235/diag/halos_wst.h5,0.2771,0.03525,0.8401,0.9227,0.7801,1235
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/566/diag/halos_wst.h5,0.4571,0.06847,0.7913,0.8643,0.9027,566
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1100/diag/halos_wst.h5,0.3073,0.04349,0.7299,1.0457,0.9283,1100
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1881/diag/halos_wst.h5,0.4419,0.06995,0.7281,1.0045,0.6105,1881
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/199/diag/halos_wst.h5,0.1613,0.06189,0.5233,0.8609,0.9041,199
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/979/diag/halos_wst.h5,0.4939,0.06575,0.8325,1.0381,0.9067,979
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1929/diag/halos_wst.h5,0.4535,0.03573,0.8279,1.1101,0.6029,1929
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1282/diag/halos_wst.h5,0.1477,0.04021,0.8415,0.8255,0.6573,1282
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/403/diag/halos_wst.h5,0.3341,0.05317,0.8821,0.9847,0.7093,403
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1096/diag/halos_wst.h5,0.4209,0.04635,0.7783,1.0409,0.9303,1096
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/491/diag/halos_wst.h5,0.4119,0.05195,0.7917,0.9461,0.6481,491
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/107/diag/halos_wst.h5,0.1645,0.05257,0.7743,1.0311,0.6149,107
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1976/diag/halos_wst.h5,0.3175,0.06097,0.5977,0.9819,0.7331,1976
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1841/diag/halos_wst.h5,0.1395,0.03471,0.5615,1.1145,0.7963,1841
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1009/diag/halos_wst.h5,0.4735,0.06157,0.8125,1.1061,0.7013,1009
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1655/diag/halos_wst.h5,0.2317,0.06997,0.7059,0.8981,0.7589,1655
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/975/diag/halos_wst.h5,0.2607,0.03113,0.8755,0.8625,0.6625,975
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1520/diag/halos_wst.h5,0.1185,0.03595,0.5855,0.8661,0.7481,1520
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/83/diag/halos_wst.h5,0.4937,0.06485,0.7677,0.9363,0.6611,83
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/1056/diag/halos_wst.h5,0.3657,0.05007,0.7325,1.1093,0.7251,1056
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/103/diag/halos_wst.h5,0.1071,0.03435,0.8899,0.8877,0.9519,103
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/812/diag/halos_wst.h5,0.4859,0.05347,0.5819,0.9947,0.7397,812
/anvil/scratch/x-abairagi/cmass-ili/abacuslike/fastpm/L2000-N256/516/diag/halos_wst.h5,0.4833,0.03459,0.6863,1.0341,0.9085,516
