Filename,Omega_m,Omega_b,h,n_s,sigma_8,id
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3604/diag/halos_wst.h5,0.17430757,0.03920261,0.58335382,0.90903392,0.79036118,3604
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1953/diag/halos_wst.h5,0.2851,0.03887,0.7441,0.8325,0.7091,1953
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1489/diag/halos_wst.h5,0.2559,0.03277,0.8907,1.1037,0.9221,1489
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/672/diag/halos_wst.h5,0.4701,0.03069,0.8873,1.0147,0.7015,672
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3005/diag/halos_wst.h5,0.41102369,0.06706505,0.64449762,0.83257976,0.99964144,3005
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3786/diag/halos_wst.h5,0.49013491,0.04805345,0.7300735,1.00758176,0.74902816,3786
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1354/diag/halos_wst.h5,0.1439,0.04685,0.8799,0.9063,0.7783,1354
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/743/diag/halos_wst.h5,0.3787,0.06469,0.5189,0.9083,0.8447,743
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3651/diag/halos_wst.h5,0.14958099,0.05208099,0.78600864,0.87920869,0.87397213,3651
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2477/diag/halos_wst.h5,0.43292179,0.07556664,0.77110877,0.96710974,0.94500165,2477
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/376/diag/halos_wst.h5,0.1135,0.03359,0.8847,1.1831,0.7685,376
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2342/diag/halos_wst.h5,0.30750685,0.04477319,0.8960062,1.09796646,0.98417172,2342
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1168/diag/halos_wst.h5,0.2197,0.03635,0.6709,1.0591,0.9601,1168
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3187/diag/halos_wst.h5,0.10434685,0.06905589,0.72700729,1.03567536,0.89897108,3187
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1033/diag/halos_wst.h5,0.2425,0.03543,0.5339,1.1807,0.9995,1033
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3052/diag/halos_wst.h5,0.11496143,0.03003271,0.65773768,1.03134539,0.81588736,3052
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/789/diag/halos_wst.h5,0.3913,0.03461,0.7043,0.9099,0.7095,789
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1913/diag/halos_wst.h5,0.4599,0.04055,0.7287,0.8505,0.7011,1913
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2901/diag/halos_wst.h5,0.47885954,0.0780514,0.80888734,0.80663539,0.6209244,2901
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1727/diag/halos_wst.h5,0.2281,0.03175,0.6271,0.8227,0.6483,1727
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3746/diag/halos_wst.h5,0.42395773,0.02890881,0.68205431,1.07297468,0.70627059,3746
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1080/diag/halos_wst.h5,0.2403,0.06311,0.5609,1.1071,0.7465,1080
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3611/diag/halos_wst.h5,0.18241051,0.07891894,0.83398669,0.89768483,0.90516291,3611
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2437/diag/halos_wst.h5,0.46248429,0.07853064,0.8455893,1.16457086,0.7557749,2437
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2302/diag/halos_wst.h5,0.37165871,0.03086142,0.55446911,1.15469553,0.87431066,2302
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1128/diag/halos_wst.h5,0.3117,0.05763,0.7221,1.0001,0.7997,1128
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3425/diag/halos_wst.h5,0.3594445,0.06084885,0.68175727,0.95608075,0.99616418,3425
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1774/diag/halos_wst.h5,0.1967,0.04439,0.5727,0.8339,0.6827,1774
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/785/diag/halos_wst.h5,0.1053,0.06153,0.8891,0.9523,0.6051,785
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2116/diag/halos_wst.h5,0.19047428,0.04662393,0.51571381,1.10638852,0.75687922,2116
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2897/diag/halos_wst.h5,0.39233522,0.06296988,0.51824662,1.02770321,0.78620821,2897
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2762/diag/halos_wst.h5,0.49032931,0.03289108,0.8164237,1.12949257,0.90903258,2762
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1588/diag/halos_wst.h5,0.4251,0.03249,0.5129,1.1329,0.6783,1588
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1453/diag/halos_wst.h5,0.2695,0.06037,0.7941,1.1739,0.7479,1453
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3472/diag/halos_wst.h5,0.2569726,0.04225085,0.8579541,0.80618149,0.72918727,3472
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2298/diag/halos_wst.h5,0.45740292,0.04594111,0.86993191,0.98518413,0.93402762,2298
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2163/diag/halos_wst.h5,0.10415063,0.0542185,0.81399682,1.10145981,0.65927906,2163
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3286/diag/halos_wst.h5,0.34892724,0.0486603,0.51845067,0.885324,0.81615658,3286
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3151/diag/halos_wst.h5,0.26850401,0.07141387,0.69564291,0.99515314,0.69697906,3151
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/326/diag/halos_wst.h5,0.1769,0.03253,0.8815,0.9719,0.7619,326
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2857/diag/halos_wst.h5,0.34913239,0.06327308,0.79822507,0.91212068,0.66288164,2857
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2722/diag/halos_wst.h5,0.42376113,0.04407052,0.57069182,1.18836694,0.94787893,2722
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1548/diag/halos_wst.h5,0.3005,0.05909,0.7849,1.0101,0.7741,1548
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3845/diag/halos_wst.h5,0.45720825,0.06037802,0.64034653,0.81229364,0.78700267,3845
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1413/diag/halos_wst.h5,0.3863,0.04699,0.5973,0.8945,0.6395,1413
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3710/diag/halos_wst.h5,0.37302787,0.04898475,0.75958867,0.82116796,0.8930886,3710
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/34/diag/halos_wst.h5,0.2311,0.05531,0.8569,0.8659,0.8641,34
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3246/diag/halos_wst.h5,0.39254053,0.0475973,0.79803624,1.15136883,0.93323848,3246
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/251/diag/halos_wst.h5,0.2321,0.03763,0.8689,0.9317,0.7475,251
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1595/diag/halos_wst.h5,0.2489,0.03061,0.6287,1.1391,0.9161,1595
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3111/diag/halos_wst.h5,0.24558854,0.05256231,0.74147253,0.93522934,0.65851189,3111
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3892/diag/halos_wst.h5,0.15231195,0.04793373,0.55304581,1.18208168,0.8333328,3892
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/322/diag/halos_wst.h5,0.2571,0.06429,0.8741,1.0877,0.9897,322
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1460/diag/halos_wst.h5,0.1705,0.04731,0.6937,0.9695,0.6687,1460
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2583/diag/halos_wst.h5,0.20038096,0.05467468,0.85852206,1.05755219,0.87473924,2583
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1274/diag/halos_wst.h5,0.2153,0.04679,0.5739,1.1957,0.7259,1274
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3293/diag/halos_wst.h5,0.42031844,0.05380568,0.55827469,1.13800077,0.71644399,3293
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/735/diag/halos_wst.h5,0.2751,0.04299,0.5391,0.9767,0.8691,735
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/368/diag/halos_wst.h5,0.4225,0.04689,0.8271,1.0429,0.9687,368
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3805/diag/halos_wst.h5,0.42116938,0.0752273,0.71015625,0.94129456,0.67187029,3805
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/806/diag/halos_wst.h5,0.3317,0.06885,0.6629,1.0265,0.6383,806
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/439/diag/halos_wst.h5,0.3749,0.06263,0.8351,1.0965,0.8789,439
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1968/diag/halos_wst.h5,0.3843,0.06605,0.5211,0.8779,0.9025,1968
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1833/diag/halos_wst.h5,0.2923,0.03431,0.7389,0.8585,0.8813,1833
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3852/diag/halos_wst.h5,0.10159385,0.03447786,0.50556886,1.01756241,0.77243199,3852
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2678/diag/halos_wst.h5,0.33025365,0.03962966,0.63834684,0.80366285,0.87072208,2678
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2543/diag/halos_wst.h5,0.26063849,0.06968601,0.62240545,1.05170591,0.85305972,2543
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1369/diag/halos_wst.h5,0.4053,0.05005,0.6397,0.8963,0.8083,1369
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/660/diag/halos_wst.h5,0.4745,0.03371,0.7003,0.8201,0.8795,660
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3666/diag/halos_wst.h5,0.43310554,0.03124689,0.53838924,0.84322442,0.79787911,3666
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1234/diag/halos_wst.h5,0.2237,0.03311,0.8101,1.0013,0.9989,1234
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/731/diag/halos_wst.h5,0.4393,0.05681,0.7359,1.1379,0.8107,731
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3531/diag/halos_wst.h5,0.15099946,0.06119332,0.52235048,1.08890693,0.77823993,3531
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2357/diag/halos_wst.h5,0.48993113,0.06250321,0.55964953,1.18359718,0.99536946,2357
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/364/diag/halos_wst.h5,0.3365,0.06197,0.6165,1.1331,0.8971,364
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1880/diag/halos_wst.h5,0.3119,0.04797,0.6129,0.9997,0.7557,1880
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2222/diag/halos_wst.h5,0.39273641,0.0324349,0.86095965,1.08570795,0.72482244,2222
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1048/diag/halos_wst.h5,0.1199,0.06617,0.5037,0.8071,0.7605,1048
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3067/diag/halos_wst.h5,0.19639015,0.06285888,0.677658,0.91674888,0.98860483,3067
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1694/diag/halos_wst.h5,0.4299,0.06677,0.5169,0.9431,0.9909,1694
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/777/diag/halos_wst.h5,0.4461,0.03205,0.6033,1.0775,0.7443,777
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1928/diag/halos_wst.h5,0.4369,0.05371,0.6529,0.8871,0.7323,1928
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/848/diag/halos_wst.h5,0.1975,0.05173,0.8985,1.1691,0.7887,848
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2916/diag/halos_wst.h5,0.18691146,0.03049479,0.79620049,1.18658044,0.97441394,2916
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1095/diag/halos_wst.h5,0.2383,0.06261,0.8897,0.9383,0.9315,1095
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3392/diag/halos_wst.h5,0.27734249,0.03017099,0.64803592,0.96976975,0.74219646,3392
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1607/diag/halos_wst.h5,0.3017,0.03859,0.6301,0.8745,0.9729,1607
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3626/diag/halos_wst.h5,0.47711127,0.02751072,0.77168593,1.12159953,0.65267563,3626
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2083/diag/halos_wst.h5,0.13152715,0.05249578,0.5205728,1.03313048,0.90877495,2083
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2317/diag/halos_wst.h5,0.44053788,0.07992898,0.50673588,1.01595306,0.60941872,2317
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/360/diag/halos_wst.h5,0.1075,0.05267,0.5219,0.8095,0.6391,360
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1008/diag/halos_wst.h5,0.3675,0.04045,0.8791,1.1317,0.6575,1008
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2963/diag/halos_wst.h5,0.11763974,0.07424156,0.73446972,0.95130752,0.95599744,2963
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1789/diag/halos_wst.h5,0.2515,0.03829,0.5387,1.1421,0.9549,1789
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3305/diag/halos_wst.h5,0.3400353,0.07694306,0.67207707,0.96804777,0.71205949,3305
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1654/diag/halos_wst.h5,0.3521,0.06601,0.8333,0.9787,0.9991,1654
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/773/diag/halos_wst.h5,0.1743,0.03221,0.6443,0.9001,0.7925,773
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3951/diag/halos_wst.h5,0.25888325,0.05140887,0.81666152,0.92437761,0.88423996,3951
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2777/diag/halos_wst.h5,0.30710566,0.0752926,0.52792668,1.04034622,0.92041023,2777
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3487/diag/halos_wst.h5,0.29886957,0.07727786,0.50869071,0.98862586,0.96283667,3487
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/477/diag/halos_wst.h5,0.1033,0.06631,0.7563,0.8381,0.8577,477
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3352/diag/halos_wst.h5,0.24137386,0.04083615,0.59446992,0.95089228,0.68610258,3352
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2178/diag/halos_wst.h5,0.40130041,0.04281649,0.6401433,1.05156057,0.81692984,2178
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2043/diag/halos_wst.h5,0.19671,0.05722145,0.87737787,1.19856617,0.68567951,2043
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/314/diag/halos_wst.h5,0.4125,0.04817,0.7473,0.8623,0.8531,314
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1380/diag/halos_wst.h5,0.4697,0.05749,0.5327,0.8407,0.7119,1380
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3911/diag/halos_wst.h5,0.23635192,0.05437654,0.79066765,1.11910434,0.61654575,3911
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2737/diag/halos_wst.h5,0.37884963,0.06367554,0.88498213,1.0808367,0.93508058,2737
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2090/diag/halos_wst.h5,0.47766905,0.02636125,0.63657615,0.84037638,0.94438727,2090
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2602/diag/halos_wst.h5,0.47691538,0.04267035,0.88181698,1.04360952,0.89229422,2602
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1428/diag/halos_wst.h5,0.1191,0.05619,0.6939,0.8111,0.9567,1428
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2138/diag/halos_wst.h5,0.46306598,0.04907111,0.60788751,1.03478043,0.62351795,2138
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2003/diag/halos_wst.h5,0.12348929,0.05243281,0.70182326,0.99485545,0.81510315,2003
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2784/diag/halos_wst.h5,0.29518968,0.04070615,0.82330763,0.8803358,0.85564048,2784
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/886/diag/halos_wst.h5,0.4371,0.03879,0.7231,1.0441,0.8201,886
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3126/diag/halos_wst.h5,0.33695297,0.03076923,0.58291505,0.99933834,0.98204074,3126
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1475/diag/halos_wst.h5,0.2893,0.06473,0.8289,0.8647,0.8169,1475
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3772/diag/halos_wst.h5,0.14833242,0.03021341,0.59297489,1.19512303,0.6740808,3772
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2598/diag/halos_wst.h5,0.3091408,0.03701551,0.74583225,0.93673807,0.72059931,2598
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/310/diag/halos_wst.h5,0.1961,0.04087,0.6615,1.1361,0.8497,310
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1340/diag/halos_wst.h5,0.3785,0.04435,0.7121,0.8471,0.7115,1340
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/2463/diag/halos_wst.h5,0.29867524,0.06238076,0.64405518,0.87267055,0.77900416,2463
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1289/diag/halos_wst.h5,0.4059,0.05551,0.5803,0.9617,0.7511,1289
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1154/diag/halos_wst.h5,0.4999,0.04199,0.6711,1.0057,0.9185,1154
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3173/diag/halos_wst.h5,0.47336349,0.06219249,0.68963792,1.04599466,0.73795646,3173
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/723/diag/halos_wst.h5,0.2095,0.06771,0.7773,1.1399,0.7667,723
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/427/diag/halos_wst.h5,0.4293,0.03605,0.7319,0.9303,0.6451,427
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/1848/diag/halos_wst.h5,0.2619,0.03377,0.6965,0.9485,0.7693,1848
/anvil/scratch/x-abairagi/cmass-ili/quijotelike/fastpm/L1000-N128/3867/diag/halos_wst.h5,0.18305027,0.05793085,0.53564851,0.93366047,0.64495081,3867
