Filename,Omega_m,Omega_b,h,n_s,sigma_8,logMmin,sigma_logM,logM0,logM1,alpha,id
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1668/diag/galaxies/hod16683_wst.h5,0.4505,0.04933,0.7809,0.8029,0.9875,0.9088357808754579,13.776654860465955,13.60471290317703,13.400040078768386,0.15185821737711871,1668
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1533/diag/galaxies/hod15334_wst.h5,0.1559,0.03467,0.6673,1.0879,0.9345,0.9682732644536001,13.10035197119567,13.577710906793088,12.514337734030827,0.23154213325727244,1533
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1533/diag/galaxies/hod15331_wst.h5,0.1559,0.03467,0.6673,1.0879,0.9345,0.6598761719318896,13.72242738505341,14.354883114664807,12.136170459160994,0.3148057965939628,1533
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1533/diag/galaxies/hod15332_wst.h5,0.1559,0.03467,0.6673,1.0879,0.9345,1.489761188895348,14.156452509170078,13.784486058567433,13.909402032991016,0.5674432492616693,1533
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1533/diag/galaxies/hod15335_wst.h5,0.1559,0.03467,0.6673,1.0879,0.9345,1.3810811906259888,13.764524090245699,13.452483076379556,12.193470459169388,0.4902733680032524,1533
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1533/diag/galaxies/hod15333_wst.h5,0.1559,0.03467,0.6673,1.0879,0.9345,0.5575812111869062,14.057665591398564,13.013439192745478,13.77624223506039,0.5873704349484925,1533
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/630/diag/galaxies/hod06303_wst.h5,0.1511,0.03679,0.8829,0.9277,0.7565,0.8449466359912103,13.098674647629982,13.881759416468157,13.735706532709953,0.31131604720517214,630
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/630/diag/galaxies/hod06302_wst.h5,0.1511,0.03679,0.8829,0.9277,0.7565,1.3747410923298806,13.419090283895162,13.383506284029023,12.791001070070438,0.14158916378309264,630
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/630/diag/galaxies/hod06301_wst.h5,0.1511,0.03679,0.8829,0.9277,0.7565,0.7615557502547178,13.400299121385261,14.903001516216115,12.555560589317713,0.38050391872054934,630
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/630/diag/galaxies/hod06305_wst.h5,0.1511,0.03679,0.8829,0.9277,0.7565,1.1875360384033788,13.647776254226235,14.347820758437502,13.046156330028953,0.3599771722207138,630
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/630/diag/galaxies/hod06304_wst.h5,0.1511,0.03679,0.8829,0.9277,0.7565,0.4904104135797273,13.915476567155295,13.663941526634726,13.529836678276043,0.45878706959887705,630
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1347/diag/galaxies/hod13471_wst.h5,0.3059,0.06991,0.6281,1.1607,0.7333,0.2209609444071945,13.32947583769182,13.355874594697834,12.133344369847627,0.30090678548298877,1347
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1347/diag/galaxies/hod13475_wst.h5,0.3059,0.06991,0.6281,1.1607,0.7333,0.22684117065794668,13.974288461107772,14.501031541995898,13.787680705108261,0.31064221996032215,1347
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1347/diag/galaxies/hod13473_wst.h5,0.3059,0.06991,0.6281,1.1607,0.7333,1.042877382697759,14.696144341719124,14.031675792021371,12.571072174550906,0.5650593909865542,1347
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1347/diag/galaxies/hod13472_wst.h5,0.3059,0.06991,0.6281,1.1607,0.7333,0.9324764846458042,14.507537800223112,13.784407899906526,13.22618486982157,0.41179108804448517,1347
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1347/diag/galaxies/hod13474_wst.h5,0.3059,0.06991,0.6281,1.1607,0.7333,0.24648586741784995,13.201839988702964,13.691765907144047,13.13582977616115,0.129146380879446,1347
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/263/diag/galaxies/hod02633_wst.h5,0.2233,0.03877,0.6683,1.0769,0.6729,0.4872887435304653,14.580702410214615,13.17373461292872,12.356091964695791,0.5432116223083712,263
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/263/diag/galaxies/hod02632_wst.h5,0.2233,0.03877,0.6683,1.0769,0.6729,1.26089038597609,14.383223327618474,14.744776830578159,13.784649057842456,0.23567351632735903,263
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/263/diag/galaxies/hod02631_wst.h5,0.2233,0.03877,0.6683,1.0769,0.6729,1.275303823850357,13.574191110581577,13.13705732129428,13.81682377365008,0.30669802849817207,263
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/263/diag/galaxies/hod02635_wst.h5,0.2233,0.03877,0.6683,1.0769,0.6729,0.7811792257482932,13.335522182210504,14.513644702679018,12.335061671135312,0.45970730417510486,263
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/263/diag/galaxies/hod02634_wst.h5,0.2233,0.03877,0.6683,1.0769,0.6729,0.5082675631004567,13.639077129818283,14.739208281104704,12.849713634986154,0.5790733369925206,263
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1212/diag/galaxies/hod12122_wst.h5,0.3547,0.05241,0.6061,1.1159,0.9379,0.1706865942391646,13.151093729847572,14.653442320573792,13.643318591062462,0.5851234466537726,1212
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1212/diag/galaxies/hod12121_wst.h5,0.3547,0.05241,0.6061,1.1159,0.9379,0.4892347928743895,14.898642492634663,13.197544705378847,13.368556590729177,0.37262632001799245,1212
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1212/diag/galaxies/hod12123_wst.h5,0.3547,0.05241,0.6061,1.1159,0.9379,0.1618230251216623,14.030877316021549,14.26253308735857,12.032975899384155,0.3490623597074439,1212
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1212/diag/galaxies/hod12124_wst.h5,0.3547,0.05241,0.6061,1.1159,0.9379,0.6831045424489437,14.77255788822011,14.150320585637948,13.262152301033982,0.4853904753669883,1212
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1212/diag/galaxies/hod12125_wst.h5,0.3547,0.05241,0.6061,1.1159,0.9379,0.07702329428138666,14.922250502577603,14.600877540546445,13.195615375166835,0.2222276546480004,1212
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/334/diag/galaxies/hod03342_wst.h5,0.2749,0.05735,0.8613,1.0791,0.8257,1.272132919236482,13.655473409000495,13.955334763572832,13.695488840957806,0.5354936311764483,334
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/334/diag/galaxies/hod03345_wst.h5,0.2749,0.05735,0.8613,1.0791,0.8257,0.6780670292752429,13.173173671242532,14.502369872906204,13.950770046251074,0.38261109736448506,334
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/334/diag/galaxies/hod03341_wst.h5,0.2749,0.05735,0.8613,1.0791,0.8257,0.49068315863221273,14.26816800934918,13.04133405114642,12.343834068592543,0.3429349399887227,334
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/334/diag/galaxies/hod03344_wst.h5,0.2749,0.05735,0.8613,1.0791,0.8257,0.8111089461620702,13.753103599119749,13.5408956432951,13.29919285752114,0.4514854024945274,334
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/334/diag/galaxies/hod03343_wst.h5,0.2749,0.05735,0.8613,1.0791,0.8257,0.9006481964636774,14.048051409767265,13.864903144828142,12.630051326907756,0.4343471307551371,334
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1394/diag/galaxies/hod13945_wst.h5,0.1721,0.05879,0.6669,1.1271,0.8367,0.523876534196746,14.800826721911998,14.628115832600875,12.090746102956007,0.36182497361093346,1394
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1394/diag/galaxies/hod13944_wst.h5,0.1721,0.05879,0.6669,1.1271,0.8367,0.7332271524460074,13.932557489082614,14.976388713577604,12.66378243731204,0.5934020286298153,1394
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1394/diag/galaxies/hod13942_wst.h5,0.1721,0.05879,0.6669,1.1271,0.8367,1.3150036708849195,13.50533717470798,13.822754908207088,13.330663817660676,0.17615977678166236,1394
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1394/diag/galaxies/hod13941_wst.h5,0.1721,0.05879,0.6669,1.1271,0.8367,0.8527168085588739,14.825878977710188,14.333956712340765,12.668447546389947,0.37781349984930335,1394
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1394/diag/galaxies/hod13943_wst.h5,0.1721,0.05879,0.6669,1.1271,0.8367,1.2608233348234803,14.071438158390908,13.725939520023209,12.408935292631911,0.11208530973912947,1394
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/747/diag/galaxies/hod07475_wst.h5,0.2469,0.06515,0.5135,1.1147,0.9297,1.2855983520490555,13.195868869706853,14.211423176604518,12.077041500428614,0.33941118638097645,747
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/747/diag/galaxies/hod07471_wst.h5,0.2469,0.06515,0.5135,1.1147,0.9297,0.33051116291489785,14.714614768692735,13.724250952063482,12.083913021570703,0.3859098683540323,747
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/747/diag/galaxies/hod07473_wst.h5,0.2469,0.06515,0.5135,1.1147,0.9297,0.7789124394530593,14.270831642817733,14.54656191220031,12.235987225553053,0.4937211600706942,747
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/747/diag/galaxies/hod07474_wst.h5,0.2469,0.06515,0.5135,1.1147,0.9297,1.3799394571763977,14.440819168422182,14.282912334849936,12.439692574382418,0.3044644951333735,747
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/747/diag/galaxies/hod07472_wst.h5,0.2469,0.06515,0.5135,1.1147,0.9297,1.4511152507402465,14.887441487394879,13.705846299633574,13.773229983857886,0.2436971572508713,747
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1906/diag/galaxies/hod19065_wst.h5,0.4415,0.05711,0.6121,1.0653,0.6739,0.9109342684366036,13.921829479767128,13.835728470100179,12.069109895325775,0.4925878603856678,1906
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1906/diag/galaxies/hod19062_wst.h5,0.4415,0.05711,0.6121,1.0653,0.6739,1.0398576736587377,13.81358855952108,13.29029197783841,13.265997148492714,0.1850895465037515,1906
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1906/diag/galaxies/hod19063_wst.h5,0.4415,0.05711,0.6121,1.0653,0.6739,0.880456324149705,13.000688273637461,14.366928916099178,13.338341809776615,0.25748796861792667,1906
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1906/diag/galaxies/hod19064_wst.h5,0.4415,0.05711,0.6121,1.0653,0.6739,0.5564152845190706,13.853418793988666,13.219805746247946,13.630084986610772,0.4156157028898755,1906
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1906/diag/galaxies/hod19061_wst.h5,0.4415,0.05711,0.6121,1.0653,0.6739,0.28972668564805804,13.782547725108524,14.41870875344367,13.511129239565943,0.3167961792192022,1906
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1307/diag/galaxies/hod13071_wst.h5,0.1695,0.04089,0.7851,0.8777,0.9757,1.1371993005211483,13.705731637255194,14.706509877220242,12.645022376746725,0.11079655915628042,1307
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1307/diag/galaxies/hod13074_wst.h5,0.1695,0.04089,0.7851,0.8777,0.9757,0.8952888208469671,13.849429121334666,13.074779293384928,13.399857001606673,0.529330030399212,1307
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1307/diag/galaxies/hod13073_wst.h5,0.1695,0.04089,0.7851,0.8777,0.9757,0.13042632455197922,13.36930166361467,14.036100576307954,12.02676186242121,0.19830642685276514,1307
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1307/diag/galaxies/hod13075_wst.h5,0.1695,0.04089,0.7851,0.8777,0.9757,0.09306111898005692,13.890522143356382,13.877152513153566,13.243218676638744,0.34182941937590827,1307
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1307/diag/galaxies/hod13072_wst.h5,0.1695,0.04089,0.7851,0.8777,0.9757,0.44449233656205295,13.642483247560694,14.059339090894344,12.299765364825818,0.5102419133045886,1307
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/69/diag/galaxies/hod00691_wst.h5,0.2997,0.04465,0.8051,0.9701,0.8709,0.018324699201981987,13.968028355658141,13.375379645932501,12.091680219463264,0.37040280021274763,69
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/69/diag/galaxies/hod00692_wst.h5,0.2997,0.04465,0.8051,0.9701,0.8709,1.3783443442445278,14.672461730472095,14.759045994887892,12.078754451524464,0.36741176955513444,69
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/69/diag/galaxies/hod00695_wst.h5,0.2997,0.04465,0.8051,0.9701,0.8709,1.2819129664302709,14.39096916159438,14.480285247847457,13.459210462634543,0.488684105401785,69
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/69/diag/galaxies/hod00693_wst.h5,0.2997,0.04465,0.8051,0.9701,0.8709,0.45540911398228134,14.429766397227773,13.609070653232777,13.72712575158253,0.46540549238286066,69
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/69/diag/galaxies/hod00694_wst.h5,0.2997,0.04465,0.8051,0.9701,0.8709,1.235491895548848,14.430621961169967,13.047794139140379,13.821117808207969,0.36754488872693425,69
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1953/diag/galaxies/hod19532_wst.h5,0.2851,0.03887,0.7441,0.8325,0.7091,0.31380479249382853,14.22096450419387,13.616914014456789,13.88631972084507,0.20015296017588827,1953
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1953/diag/galaxies/hod19533_wst.h5,0.2851,0.03887,0.7441,0.8325,0.7091,0.4489827181388001,13.481025886455285,13.017238241623122,13.726725732560823,0.45088784532723536,1953
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1953/diag/galaxies/hod19531_wst.h5,0.2851,0.03887,0.7441,0.8325,0.7091,1.2496052650360594,13.736279799434039,14.625566732778111,13.554353779161158,0.3010239960860608,1953
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1953/diag/galaxies/hod19535_wst.h5,0.2851,0.03887,0.7441,0.8325,0.7091,0.1030949151778856,14.314874092844803,13.507276991979012,12.814787765539473,0.3380359065232552,1953
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1953/diag/galaxies/hod19534_wst.h5,0.2851,0.03887,0.7441,0.8325,0.7091,1.3371428681593995,13.20793487764997,13.774394399606976,13.452696659578367,0.5482630814002122,1953
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1489/diag/galaxies/hod14892_wst.h5,0.2559,0.03277,0.8907,1.1037,0.9221,1.0964037747908884,14.5071282480883,14.290989935661829,12.527881905644856,0.24840641027677143,1489
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1489/diag/galaxies/hod14894_wst.h5,0.2559,0.03277,0.8907,1.1037,0.9221,0.6969521275064494,14.806939988050742,13.830449603043167,12.90751653486642,0.4579747723304608,1489
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1489/diag/galaxies/hod14893_wst.h5,0.2559,0.03277,0.8907,1.1037,0.9221,0.5660893494323882,13.09376179958252,13.414178774246814,12.899291846548289,0.5619184313883361,1489
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1489/diag/galaxies/hod14895_wst.h5,0.2559,0.03277,0.8907,1.1037,0.9221,0.849823051696768,14.793730586889776,13.684504964175215,13.323513945295131,0.33932871541854015,1489
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1489/diag/galaxies/hod14891_wst.h5,0.2559,0.03277,0.8907,1.1037,0.9221,0.3787827229268781,14.125878980446004,14.977841224653826,12.806637927437466,0.3946879209710551,1489
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/672/diag/galaxies/hod06724_wst.h5,0.4701,0.03069,0.8873,1.0147,0.7015,1.4093930688226608,14.83717249498043,13.789074980608886,12.618269963263307,0.25462078101866337,672
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/672/diag/galaxies/hod06721_wst.h5,0.4701,0.03069,0.8873,1.0147,0.7015,0.2819374766584453,14.252987605636308,13.127072995633794,12.617614719853078,0.35066658316038024,672
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/672/diag/galaxies/hod06725_wst.h5,0.4701,0.03069,0.8873,1.0147,0.7015,0.9314797238623993,13.305421583784305,14.000776522928078,13.501913894589547,0.4852667172401879,672
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/672/diag/galaxies/hod06722_wst.h5,0.4701,0.03069,0.8873,1.0147,0.7015,1.3425237965211676,14.491077891254399,13.258265078914487,13.687505514315514,0.15530138613619163,672
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/672/diag/galaxies/hod06723_wst.h5,0.4701,0.03069,0.8873,1.0147,0.7015,0.24695810338385088,13.64294097441466,14.609469988086694,13.346515865969712,0.40479553853793426,672
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1354/diag/galaxies/hod13542_wst.h5,0.1439,0.04685,0.8799,0.9063,0.7783,0.6532796559359906,13.323214017631216,14.538069824600255,13.527056365748418,0.47207030051849963,1354
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1354/diag/galaxies/hod13545_wst.h5,0.1439,0.04685,0.8799,0.9063,0.7783,1.0122044814402762,13.08248856293379,14.929621312437035,13.554782510422939,0.5986970191726511,1354
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1354/diag/galaxies/hod13544_wst.h5,0.1439,0.04685,0.8799,0.9063,0.7783,1.3259176268392416,14.946890460675661,13.837909238558034,13.44774009842776,0.24850028084629208,1354
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1354/diag/galaxies/hod13543_wst.h5,0.1439,0.04685,0.8799,0.9063,0.7783,0.0880563815856314,14.244743245048422,14.459775305287033,12.995032337357268,0.5459999154611939,1354
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1354/diag/galaxies/hod13541_wst.h5,0.1439,0.04685,0.8799,0.9063,0.7783,1.0022550313536018,14.389555389335563,13.601001830719177,13.220488325389208,0.1806172425587125,1354
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/743/diag/galaxies/hod07433_wst.h5,0.3787,0.06469,0.5189,0.9083,0.8447,1.0683251843149655,14.320526176216415,14.481893142606669,13.312842922518476,0.5538742083212004,743
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/743/diag/galaxies/hod07431_wst.h5,0.3787,0.06469,0.5189,0.9083,0.8447,0.6275451842247255,13.636916578344819,13.867506482198804,13.44541602055251,0.27228976388781423,743
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/743/diag/galaxies/hod07434_wst.h5,0.3787,0.06469,0.5189,0.9083,0.8447,0.6036385257329302,14.054361598174067,14.531099290619352,12.187639935388255,0.5760750343664702,743
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/743/diag/galaxies/hod07432_wst.h5,0.3787,0.06469,0.5189,0.9083,0.8447,1.234020986783355,13.921337635692558,14.884940212150902,13.099519347920763,0.44844295154417635,743
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/743/diag/galaxies/hod07435_wst.h5,0.3787,0.06469,0.5189,0.9083,0.8447,1.0887851260333674,14.787864224332639,14.876568200815079,13.31494095705746,0.28577135885610283,743
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/376/diag/galaxies/hod03765_wst.h5,0.1135,0.03359,0.8847,1.1831,0.7685,0.7396697996744834,13.877801551176486,14.903948563408202,13.167475807200775,0.4574406897153329,376
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/376/diag/galaxies/hod03763_wst.h5,0.1135,0.03359,0.8847,1.1831,0.7685,1.4961937144938757,13.77390908054639,14.497744270659679,13.343272069946288,0.5825621694455989,376
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/376/diag/galaxies/hod03764_wst.h5,0.1135,0.03359,0.8847,1.1831,0.7685,0.33133460337037907,13.591928902603431,13.705501811273866,12.886638147518994,0.5028461220734775,376
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/376/diag/galaxies/hod03761_wst.h5,0.1135,0.03359,0.8847,1.1831,0.7685,0.5883154012983847,13.184723763565998,14.09269974228347,12.497835552969454,0.39969764272720254,376
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/376/diag/galaxies/hod03762_wst.h5,0.1135,0.03359,0.8847,1.1831,0.7685,0.2799431565464871,14.417130999674525,14.593791656754371,13.2312400480554,0.25704734989840505,376
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1168/diag/galaxies/hod11682_wst.h5,0.2197,0.03635,0.6709,1.0591,0.9601,1.1534866340671455,13.886618222655475,14.364816198788912,13.942858221156932,0.4291517619810814,1168
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1168/diag/galaxies/hod11685_wst.h5,0.2197,0.03635,0.6709,1.0591,0.9601,1.084066766083359,14.71548921714257,13.648893547554417,12.342290054603101,0.4212538861096353,1168
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1168/diag/galaxies/hod11683_wst.h5,0.2197,0.03635,0.6709,1.0591,0.9601,1.2509727223271547,14.41592624961804,13.669637123642064,12.289080308872851,0.5623925352279026,1168
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1168/diag/galaxies/hod11684_wst.h5,0.2197,0.03635,0.6709,1.0591,0.9601,1.0885891352953005,14.872271519506235,13.778707440026011,13.601361457504108,0.47065978573134126,1168
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1168/diag/galaxies/hod11681_wst.h5,0.2197,0.03635,0.6709,1.0591,0.9601,0.5616719698479968,13.539244698172704,13.926830696727743,13.190352393962877,0.3828780591409522,1168
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1033/diag/galaxies/hod10335_wst.h5,0.2425,0.03543,0.5339,1.1807,0.9995,0.01333279442723001,13.334939394957663,13.283492698329887,12.815475347575006,0.4032459883894607,1033
/anvil/scratch/x-abairagi/cmass-ili/quijote/nbody/L1000-N128/1033/diag/galaxies/hod10333_wst.h5,0.2425,0.03543,0.5339,1.1807,0.9995,0.5837634918495396,13.984197171162364,13.063691509842569,12.566671626953987,0.2475736349326065,1033
